interaction_id,anycompany_customer_id,agent_id,interaction_type,interaction_date,interaction_duration,issue_category,resolution_status
116589,Company U,602314,chat,2024-09-08 06:30,206,technical,resolved
454109,Company D,782212,chat,2024-04-03 09:06,905,billing,resolved
321734,Company R,659989,chat,2024-04-02 01:46,459,billing,resolved
581726,Company Q,246592,phone,2024-07-22 10:09,265,technical,resolved
778931,Company D,748319,chat,2024-05-06 00:25,560,technical,escalated
534859,Company T,739644,email,2024-01-28 07:00,973,technical,resolved
691955,Company N,931618,phone,2024-06-03 00:55,195,technical,resolved
993025,Company G,734243,chat,2024-07-17 10:48,566,technical,resolved
516495,Company U,842325,chat,2024-05-11 22:10,600,billing,resolved
388310,Company R,956375,phone,2024-05-21 04:56,842,technical,resolved
957667,Company O,917727,chat,2024-07-09 15:44,139,technical,resolved
617818,Company C,297990,phone,2024-09-06 15:01,669,other,resolved
828519,Company Y,149701,email,2024-06-03 13:12,509,technical,escalated
804700,Company Z,470419,chat,2024-07-13 13:48,189,billing,resolved
940480,Company V,667024,email,2024-04-01 12:32,433,billing,resolved
274103,Company V,407203,email,2024-02-27 03:45,191,technical,resolved
192543,Company S,420880,phone,2024-08-01 19:28,366,technical,resolved
158386,Company X,854286,phone,2024-05-18 03:02,244,technical,escalated
534900,Company U,135352,chat,2024-02-08 01:10,228,technical,resolved
765503,Company B,339998,phone,2024-02-14 12:23,1471,technical,resolved
458180,Company W,742617,email,2024-05-12 02:02,573,billing,unresolved
175738,Company E,968134,phone,2024-09-23 18:49,1220,account,resolved
581017,Company M,347360,email,2024-07-08 10:21,146,billing,resolved
122917,Company J,441327,chat,2024-05-02 21:25,133,technical,resolved
913037,Company T,908908,chat,2024-06-28 15:04,1022,technical,resolved
627411,Company D,277855,chat,2024-04-24 02:36,603,technical,resolved
352839,Company T,738944,chat,2024-07-29 17:24,363,technical,resolved
488404,Company V,220647,phone,2024-08-25 18:24,738,technical,resolved
361804,Company Q,588354,email,2024-02-23 00:19,684,billing,resolved
471938,Company E,305511,chat,2024-05-30 01:35,389,technical,resolved
680806,Company R,513582,phone,2024-02-09 20:12,307,technical,resolved
902372,Company D,961825,chat,2024-01-22 13:03,1508,technical,resolved
833533,Company L,639148,email,2024-05-09 21:03,587,technical,escalated
209180,Company T,580438,chat,2024-09-19 23:18,421,billing,resolved
196182,Company M,777668,chat,2024-04-13 16:01,285,technical,resolved
281477,Company Q,680344,chat,2024-03-29 11:07,893,technical,resolved
253990,Company Q,132764,phone,2024-02-21 22:37,151,billing,resolved
907347,Company W,630542,chat,2024-05-06 10:40,468,billing,resolved
373145,Company D,930856,chat,2024-04-21 16:41,1556,technical,escalated
480745,Company M,726379,chat,2024-06-20 03:35,867,billing,resolved
221352,Company U,264236,email,2024-09-02 19:03,438,billing,resolved
902198,Company N,726983,phone,2024-07-17 22:33,927,technical,resolved
668731,Company A,579550,chat,2024-06-12 03:44,791,technical,resolved
968378,Company N,476646,chat,2024-09-15 09:28,691,billing,resolved
209748,Company F,318038,email,2024-09-13 19:55,395,technical,resolved
831112,Company I,381680,chat,2024-08-23 21:53,422,technical,resolved
572086,Company Z,717512,phone,2024-03-16 16:32,199,technical,resolved
856790,Company K,960668,chat,2024-07-04 14:12,811,account,resolved
444212,Company L,632418,phone,2024-10-01 12:11,1471,technical,resolved
852967,Company W,442082,phone,2024-04-13 20:24,729,technical,resolved
288677,Company E,791221,email,2024-06-09 19:48,1790,account,resolved
109584,Company B,357638,chat,2024-06-26 03:42,433,other,resolved
919061,Company Z,919075,email,2024-08-01 17:07,299,other,resolved
429241,Company I,929062,email,2024-01-31 15:09,506,billing,resolved
242424,Company P,407400,chat,2024-09-23 20:02,773,billing,resolved
846394,Company Z,201986,email,2024-02-01 03:23,1138,technical,resolved
352051,Company V,265218,email,2024-06-07 22:01,875,technical,resolved
130795,Company D,412696,email,2024-07-02 13:41,525,technical,escalated
949792,Company K,706186,phone,2024-05-13 01:21,301,billing,resolved
588775,Company J,776810,phone,2024-01-05 23:47,530,billing,resolved
109252,Company X,203611,chat,2024-06-09 11:36,1069,technical,escalated
763248,Company F,448716,chat,2024-03-24 20:42,409,technical,unresolved
109790,Company V,208319,chat,2024-05-14 20:04,886,technical,resolved
182439,Company Y,315923,email,2024-08-22 22:36,821,technical,resolved
691492,Company T,574830,email,2024-01-03 03:03,843,billing,resolved
795508,Company Z,797075,email,2024-08-14 06:53,1153,technical,escalated
500308,Company R,926128,phone,2024-03-07 19:41,1043,technical,resolved
622069,Company U,276963,email,2024-06-02 09:58,802,billing,resolved
714090,Company Q,497431,chat,2024-04-11 08:42,258,technical,resolved
866913,Company R,704791,chat,2024-10-06 08:34,946,billing,resolved
449126,Company E,492655,chat,2024-03-28 13:32,1764,technical,escalated
431133,Company V,474115,chat,2024-02-05 01:42,751,technical,escalated
403458,Company M,819696,phone,2024-07-14 07:09,487,account,resolved
250315,Company S,648824,chat,2024-06-12 07:08,215,technical,resolved
307675,Company N,666076,email,2024-04-07 05:45,332,technical,resolved
360850,Company P,101839,email,2024-03-29 08:50,1076,technical,escalated
371757,Company I,608733,email,2024-04-19 14:54,200,technical,resolved
288712,Company K,411373,chat,2024-08-27 20:35,261,technical,resolved
951269,Company D,122652,chat,2024-10-08 01:48,1750,technical,resolved
467742,Company W,357124,email,2024-03-18 19:39,442,billing,escalated
619431,Company Z,622401,chat,2024-05-11 10:55,903,technical,resolved
107343,Company P,968261,phone,2024-04-23 16:16,230,technical,escalated
476495,Company G,501804,chat,2024-02-07 15:06,529,technical,resolved
886115,Company C,879019,email,2024-02-08 03:14,922,technical,resolved
281945,Company L,920342,chat,2024-05-24 11:16,346,technical,resolved
886908,Company S,670351,chat,2024-08-21 01:39,178,technical,resolved
152710,Company N,703574,email,2024-02-24 19:23,569,other,resolved
641897,Company X,189520,phone,2024-05-26 00:09,1050,technical,resolved
468016,Company Q,281746,email,2024-05-13 16:32,724,technical,resolved
972065,Company O,313972,phone,2024-07-26 20:04,438,billing,resolved
505180,Company A,744882,email,2024-03-19 12:41,1574,technical,escalated
964483,Company I,415466,chat,2024-09-06 02:00,448,billing,escalated
759263,Company C,645762,chat,2024-02-12 21:13,1382,technical,resolved
616789,Company F,254340,chat,2024-01-07 01:50,80,technical,escalated
476145,Company Q,290654,email,2024-03-17 19:43,530,technical,resolved
145912,Company O,799018,chat,2024-09-17 18:38,335,account,resolved
257862,Company N,658779,email,2024-07-19 23:48,748,billing,resolved
478119,Company R,167927,phone,2024-10-01 19:13,801,technical,resolved
569097,Company Q,364610,phone,2024-07-28 16:24,732,other,resolved
542472,Company Z,350179,chat,2024-04-11 20:13,352,technical,escalated
900174,Company W,525306,chat,2024-03-03 11:17,762,technical,resolved
537301,Company M,943953,chat,2024-06-19 02:26,851,technical,resolved
715373,Company D,926136,email,2024-09-11 06:38,961,technical,resolved
202625,Company I,561774,email,2024-02-19 12:32,300,technical,escalated
913050,Company O,809168,chat,2024-02-14 03:49,344,technical,escalated
421659,Company X,571194,chat,2024-09-12 16:34,1089,technical,resolved
433431,Company Y,155014,chat,2024-07-16 11:52,305,technical,resolved
834944,Company S,545486,email,2024-09-08 23:02,451,technical,resolved
401383,Company O,748365,chat,2024-05-17 09:41,625,technical,resolved
734346,Company O,423096,email,2024-03-28 04:54,550,technical,escalated
598922,Company R,743816,email,2024-07-12 03:57,985,technical,escalated
449748,Company P,616553,email,2024-06-01 22:40,407,technical,resolved
329882,Company A,850780,email,2024-04-18 01:17,347,technical,escalated
460193,Company U,475617,chat,2024-09-24 07:30,860,technical,escalated
193494,Company M,631162,chat,2024-02-05 03:24,713,technical,resolved
609715,Company M,294804,chat,2024-08-18 22:03,532,technical,resolved
687599,Company G,744927,chat,2024-03-21 22:43,557,technical,resolved
356286,Company Y,356537,chat,2024-09-12 05:29,717,billing,resolved
736009,Company L,251331,chat,2024-02-29 03:18,1346,billing,resolved
138830,Company A,751425,email,2024-04-14 13:57,457,refund,resolved
663168,Company M,472071,chat,2024-08-29 21:58,517,billing,resolved
170791,Company F,262931,email,2024-06-12 07:10,320,refund,resolved
895566,Company S,712545,email,2024-07-29 18:07,639,technical,resolved
461552,Company M,472300,chat,2024-01-31 15:11,231,technical,resolved
804845,Company Q,367178,chat,2024-07-08 11:14,513,technical,resolved
342092,Company E,171622,email,2024-02-24 00:52,426,technical,resolved
123827,Company P,849351,chat,2024-05-16 16:31,946,technical,resolved
606915,Company F,859759,chat,2024-06-09 09:43,265,technical,resolved
518703,Company A,917328,phone,2024-01-30 12:13,1556,technical,resolved
173037,Company O,758379,email,2024-09-15 12:36,295,technical,resolved
770657,Company A,926298,email,2024-01-13 23:34,1267,technical,resolved
236606,Company X,820551,chat,2024-03-29 00:38,811,billing,resolved
406680,Company C,315274,email,2024-01-01 13:05,974,technical,escalated
288738,Company W,660953,chat,2024-05-04 10:24,713,technical,resolved
991012,Company V,150933,chat,2024-04-12 16:04,753,billing,escalated
267197,Company G,296476,email,2024-05-18 18:31,463,technical,resolved
366158,Company M,265793,email,2024-09-29 01:07,377,other,resolved
128061,Company T,102201,phone,2024-01-04 22:56,217,billing,resolved
787935,Company Z,446772,chat,2024-03-18 04:25,302,billing,resolved
355858,Company N,268924,phone,2024-09-19 19:34,862,technical,resolved
277797,Company J,591758,email,2024-06-28 05:30,207,account,resolved
163565,Company K,286921,chat,2024-09-30 14:10,253,other,resolved
479414,Company K,917418,phone,2024-09-27 16:01,217,technical,resolved
742525,Company M,128042,chat,2024-03-29 22:59,571,billing,resolved
446899,Company I,890064,chat,2024-08-23 06:24,242,technical,escalated
870808,Company E,167020,phone,2024-04-25 17:38,361,technical,resolved
299454,Company C,574590,phone,2024-09-14 00:47,894,technical,resolved
239390,Company J,805964,phone,2024-07-30 16:56,325,technical,resolved
996155,Company X,752088,chat,2024-04-16 04:42,422,other,resolved
566523,Company Y,105122,chat,2024-07-13 02:53,472,billing,escalated
444437,Company F,643302,chat,2024-07-29 08:44,262,technical,resolved
101991,Company W,359993,chat,2024-02-09 07:22,524,technical,resolved
669992,Company A,178178,chat,2024-01-30 11:49,1747,technical,resolved
315371,Company C,983186,chat,2024-06-15 19:51,304,technical,resolved
561349,Company I,155065,chat,2024-01-09 05:13,490,technical,resolved
720374,Company G,876840,phone,2024-06-27 13:09,329,technical,escalated
343093,Company F,926303,phone,2024-04-18 12:00,491,technical,resolved
890281,Company Y,833866,chat,2024-06-21 19:39,699,technical,resolved
454488,Company N,812994,chat,2024-06-04 19:05,966,technical,resolved
560314,Company A,821304,phone,2024-07-07 08:03,910,technical,resolved
556768,Company Y,754712,chat,2024-08-27 15:26,808,technical,resolved
966711,Company V,260926,chat,2024-07-31 17:18,866,technical,resolved
693382,Company U,648202,chat,2024-06-29 09:56,818,technical,resolved
328191,Company A,237587,chat,2024-05-25 01:41,588,technical,resolved
592987,Company S,719025,email,2024-07-04 11:30,738,other,escalated
700791,Company R,305824,chat,2024-06-05 20:05,333,billing,resolved
666431,Company N,781374,chat,2024-06-29 18:00,214,billing,resolved
887273,Company B,189012,chat,2024-09-30 07:27,1232,technical,resolved
177921,Company B,933550,chat,2024-01-01 07:50,1601,account,escalated
997712,Company N,198962,chat,2024-04-16 04:34,856,technical,resolved
742408,Company O,786147,chat,2024-02-22 16:02,723,technical,escalated
955387,Company P,934656,chat,2024-02-22 16:46,471,billing,resolved
442155,Company U,788141,email,2024-06-05 01:03,402,technical,unresolved
128735,Company U,103197,email,2024-05-24 11:57,792,technical,resolved
195955,Company A,274478,phone,2024-06-11 00:12,488,technical,resolved
242318,Company C,418862,phone,2024-05-26 10:22,629,technical,escalated
909102,Company V,490867,email,2024-04-17 03:14,883,billing,resolved
218537,Company T,747246,email,2024-04-12 16:27,858,technical,resolved
480421,Company T,754910,chat,2024-05-22 03:19,531,other,resolved
661906,Company J,144804,email,2024-06-16 11:00,127,technical,resolved
944704,Company R,707110,chat,2024-03-21 18:53,716,technical,resolved
956884,Company S,475026,chat,2024-08-01 12:52,496,technical,resolved
231248,Company W,150113,chat,2024-08-22 22:22,385,technical,escalated
722665,Company X,812629,phone,2024-05-20 08:20,918,technical,escalated
490136,Company H,683596,phone,2024-01-11 10:00,597,technical,resolved
544580,Company H,653416,chat,2024-06-28 02:25,388,billing,escalated
811960,Company O,555127,phone,2024-05-26 03:45,898,billing,resolved
360337,Company N,427463,email,2024-01-03 05:49,896,technical,resolved
281515,Company T,888724,phone,2024-02-28 15:42,1181,technical,resolved
466765,Company O,566771,chat,2024-10-05 15:32,768,technical,resolved
116888,Company S,363207,email,2024-04-26 11:05,339,technical,escalated
123458,Company U,327858,chat,2024-05-21 20:07,362,billing,resolved
378395,Company P,420872,chat,2024-07-24 17:56,434,technical,resolved
455046,Company T,607355,phone,2024-02-04 23:35,470,technical,resolved
419168,Company I,478733,email,2024-06-09 19:36,508,technical,escalated
750106,Company C,171826,chat,2024-03-13 02:24,416,billing,resolved
778968,Company Y,337473,email,2024-03-24 13:48,372,technical,escalated
155258,Company D,992351,chat,2024-06-03 06:29,1379,technical,resolved
366668,Company J,829870,phone,2024-08-26 21:00,396,technical,escalated
563574,Company Z,328441,email,2024-04-23 11:03,477,technical,resolved
941764,Company Q,902793,phone,2024-08-21 07:53,874,billing,resolved
414252,Company V,588686,chat,2024-10-05 05:33,1122,billing,resolved
298707,Company Z,412655,chat,2024-03-19 00:15,1161,technical,resolved
783367,Company P,406069,chat,2024-10-04 00:20,844,billing,resolved
245977,Company P,943140,email,2024-10-02 05:21,1002,refund,resolved
842735,Company S,365594,email,2024-02-04 06:48,179,technical,resolved
348425,Company Z,259728,chat,2024-03-13 16:41,1192,technical,resolved
604199,Company W,661598,email,2024-07-05 08:44,398,billing,resolved
896874,Company E,800365,phone,2024-07-18 22:16,1064,technical,resolved
951635,Company G,714287,chat,2024-09-01 12:51,108,technical,resolved
987767,Company W,390649,chat,2024-08-21 01:46,325,technical,resolved
893380,Company J,246672,email,2024-04-27 22:31,400,technical,resolved
792443,Company P,778838,chat,2024-08-30 04:43,705,technical,resolved
911177,Company U,658589,chat,2024-09-03 03:36,887,technical,escalated
803001,Company U,439732,phone,2024-02-28 23:27,805,technical,resolved
389269,Company X,724070,chat,2024-06-12 13:36,871,technical,resolved
110646,Company P,501736,chat,2024-09-10 14:44,1067,technical,resolved
680742,Company J,829088,chat,2024-10-08 16:38,301,refund,resolved
344509,Company S,579902,chat,2024-10-08 19:53,152,billing,resolved
655442,Company U,459882,email,2024-09-14 15:22,133,billing,resolved
283271,Company L,883495,email,2024-04-14 06:13,420,billing,escalated
683155,Company P,812894,chat,2024-08-08 10:35,1065,billing,resolved
503337,Company P,185793,email,2024-03-27 12:16,450,billing,resolved
398979,Company X,175578,chat,2024-07-24 20:31,657,technical,escalated
477981,Company K,680124,email,2024-07-03 00:31,647,technical,resolved
753677,Company K,295420,phone,2024-08-16 17:10,532,technical,resolved
340030,Company O,698173,chat,2024-03-01 09:40,130,technical,escalated
952353,Company R,900267,chat,2024-03-16 13:48,751,other,resolved
417770,Company Z,799049,chat,2024-03-29 18:14,481,technical,resolved
849150,Company G,262916,email,2024-02-05 15:08,85,technical,escalated
179975,Company W,463279,phone,2024-06-22 02:31,607,technical,resolved
371577,Company C,864059,chat,2024-08-17 23:34,820,technical,escalated
580373,Company G,256649,email,2024-01-03 10:28,343,billing,resolved
532420,Company T,124285,phone,2024-03-05 08:06,305,technical,escalated
171940,Company S,811412,email,2024-07-30 04:32,822,technical,resolved
761463,Company L,541456,chat,2024-01-31 12:21,495,billing,escalated
284927,Company E,853664,chat,2024-09-25 14:45,1435,billing,resolved
446931,Company J,833395,chat,2024-09-02 09:36,360,technical,resolved
768303,Company W,262006,phone,2024-06-25 05:03,527,technical,resolved
599578,Company F,558813,chat,2024-04-16 08:47,414,technical,escalated
717234,Company X,706399,phone,2024-04-27 18:31,841,technical,resolved
742741,Company O,283209,chat,2024-09-16 01:17,546,billing,resolved
282711,Company D,295280,email,2024-05-04 12:40,1042,billing,resolved
854287,Company L,757390,chat,2024-06-29 02:07,1333,technical,resolved
102969,Company P,790164,phone,2024-01-10 14:28,289,technical,escalated
877830,Company F,570880,chat,2024-09-04 12:13,576,technical,escalated
684314,Company C,747804,phone,2024-09-02 09:04,1368,billing,resolved
116033,Company O,469056,phone,2024-05-26 18:19,814,technical,escalated
134149,Company V,862333,chat,2024-02-06 15:44,1076,billing,resolved
589862,Company Y,294361,email,2024-07-07 18:10,875,billing,resolved
653412,Company X,578203,chat,2024-05-08 23:27,722,technical,resolved
982609,Company Y,589658,chat,2024-01-08 10:09,728,technical,escalated
949918,Company I,276622,chat,2024-09-28 23:44,310,technical,resolved
877955,Company B,749975,email,2024-04-18 03:10,1477,billing,escalated
411359,Company Q,925640,chat,2024-05-27 04:52,198,account,resolved
595798,Company H,737421,phone,2024-04-13 21:45,180,technical,resolved
881401,Company U,492981,chat,2024-01-10 14:47,636,billing,resolved
974490,Company A,379495,email,2024-08-22 02:59,991,billing,resolved
420088,Company P,942938,phone,2024-02-04 01:26,471,other,resolved
864659,Company J,877066,chat,2024-08-19 05:09,265,billing,resolved
779589,Company R,359691,email,2024-04-23 11:06,538,technical,escalated
602918,Company O,353671,chat,2024-08-23 03:54,137,technical,resolved
677131,Company J,165636,phone,2024-06-11 01:21,307,technical,resolved
654920,Company S,749304,phone,2024-02-07 14:38,151,technical,resolved
682972,Company F,268891,chat,2024-05-14 14:21,455,technical,resolved
873729,Company W,299592,phone,2024-04-08 05:29,729,account,resolved
684192,Company P,739509,email,2024-09-22 12:57,805,billing,resolved
177205,Company E,841375,phone,2024-07-17 23:01,591,technical,resolved
860945,Company C,489987,chat,2024-07-28 03:15,1563,technical,resolved
484664,Company X,175263,phone,2024-10-08 10:23,857,billing,resolved
949663,Company Z,279824,phone,2024-07-16 06:44,801,billing,resolved
362365,Company S,169920,chat,2024-03-28 07:03,645,technical,unresolved
860426,Company Q,494943,chat,2024-08-31 09:41,496,billing,resolved
217876,Company B,556398,email,2024-07-01 05:52,992,technical,resolved
254197,Company E,565943,chat,2024-02-01 04:11,834,technical,resolved
677839,Company I,856040,phone,2024-07-31 02:13,102,technical,resolved
639375,Company K,205380,chat,2024-01-25 13:15,366,other,resolved
820661,Company Z,356175,chat,2024-02-09 10:54,1165,technical,resolved
820953,Company H,865893,email,2024-01-26 05:07,227,billing,resolved
559872,Company Y,157099,chat,2024-02-12 22:27,170,technical,resolved
804809,Company S,518560,chat,2024-07-03 06:26,608,account,resolved
870497,Company T,924219,chat,2024-04-23 21:16,244,technical,resolved
429998,Company I,454290,chat,2024-06-21 20:12,500,technical,resolved
129619,Company B,273329,phone,2024-10-08 19:12,1281,billing,escalated
455251,Company V,978544,chat,2024-05-19 08:45,1068,technical,resolved
441195,Company O,248844,email,2024-09-26 19:17,808,technical,escalated
513676,Company P,453556,phone,2024-01-29 08:39,758,technical,resolved
197043,Company U,155819,email,2024-07-25 09:02,767,billing,resolved
998929,Company V,192456,email,2024-02-21 05:55,793,technical,resolved
335816,Company U,568671,chat,2024-09-03 00:58,807,billing,resolved
979510,Company X,334273,email,2024-04-26 04:18,200,billing,unresolved
710664,Company D,408338,chat,2024-03-06 23:12,1390,billing,resolved
608147,Company P,711932,chat,2024-05-23 21:28,1039,technical,resolved
626685,Company D,465679,email,2024-02-26 07:53,415,technical,resolved
618596,Company T,573989,chat,2024-01-28 11:00,637,technical,resolved
251474,Company G,179204,phone,2024-06-25 23:57,220,technical,escalated
206324,Company D,835425,email,2024-09-29 23:31,859,technical,resolved
892402,Company D,596293,phone,2024-02-21 03:42,729,technical,resolved
736107,Company M,991573,email,2024-08-02 01:44,653,billing,resolved
254008,Company C,972624,email,2024-08-23 00:24,1683,other,resolved
942342,Company A,245602,email,2024-04-16 16:06,1458,technical,resolved
947538,Company W,584220,chat,2024-09-16 10:04,315,technical,resolved
642575,Company I,710062,chat,2024-09-19 21:09,187,technical,resolved
750532,Company V,758207,chat,2024-03-17 09:25,908,billing,resolved
521288,Company A,772270,email,2024-06-05 11:46,336,billing,escalated
458120,Company W,776808,email,2024-06-11 22:38,857,account,escalated
682474,Company M,224293,chat,2024-02-06 11:39,150,billing,escalated
798102,Company A,570739,phone,2024-05-30 19:16,363,technical,resolved
850424,Company E,711356,chat,2024-09-27 07:42,335,technical,resolved
991824,Company C,949791,email,2024-02-15 14:49,611,account,resolved
424196,Company W,946312,chat,2024-09-06 12:59,829,refund,escalated
985010,Company Y,413145,email,2024-07-09 07:05,875,billing,resolved
808738,Company V,406809,chat,2024-04-06 17:04,716,technical,resolved
885952,Company P,377393,chat,2024-06-25 00:34,210,technical,resolved
712265,Company I,623548,chat,2024-01-20 11:52,238,technical,unresolved
846316,Company H,928181,email,2024-09-22 12:01,394,technical,resolved
941753,Company T,989421,email,2024-05-29 16:54,800,billing,resolved
158681,Company O,586044,phone,2024-01-10 10:19,434,technical,resolved
672885,Company C,424623,email,2024-07-20 08:33,1744,billing,resolved
828617,Company O,767944,email,2024-02-17 01:49,221,technical,resolved
522036,Company C,317352,chat,2024-06-21 02:21,362,refund,resolved
424418,Company L,990540,chat,2024-02-05 14:12,1227,technical,escalated
479089,Company Y,442249,email,2024-05-08 14:34,804,technical,resolved
336076,Company T,179300,chat,2024-03-04 03:54,1029,billing,resolved
781058,Company C,975855,chat,2024-09-04 02:44,1503,technical,escalated
983072,Company U,670872,phone,2024-03-25 03:43,647,other,resolved
839706,Company L,568461,chat,2024-05-07 15:50,827,technical,escalated
843180,Company A,530915,phone,2024-01-22 02:03,1475,billing,resolved
156507,Company Z,172325,chat,2024-03-10 21:44,763,technical,resolved
834086,Company G,329459,chat,2024-04-23 14:05,185,technical,resolved
469968,Company L,950014,chat,2024-09-13 00:22,400,technical,resolved
568809,Company A,493674,chat,2024-09-23 06:36,770,other,resolved
506109,Company R,747297,email,2024-07-27 11:34,525,billing,escalated
657969,Company I,768877,phone,2024-09-20 06:00,206,technical,escalated
463393,Company J,790351,chat,2024-02-23 06:24,384,technical,resolved
597973,Company X,728608,chat,2024-10-06 09:04,334,technical,resolved
488660,Company R,277808,chat,2024-06-18 22:46,1103,technical,resolved
784067,Company R,505319,phone,2024-08-27 14:18,597,billing,resolved
311567,Company J,762172,chat,2024-02-22 16:22,316,technical,resolved
347874,Company M,742515,phone,2024-07-06 00:24,477,billing,resolved
243729,Company U,956805,chat,2024-09-24 14:00,899,technical,resolved
903652,Company E,914499,chat,2024-02-04 16:44,383,technical,escalated
401713,Company Y,129310,email,2024-05-20 05:25,614,billing,escalated
685501,Company U,938224,chat,2024-01-03 10:19,435,technical,resolved
282056,Company C,984012,chat,2024-09-17 20:16,434,technical,resolved
657952,Company I,155294,chat,2024-07-14 10:24,352,technical,resolved
719343,Company Q,196444,email,2024-04-08 02:01,231,technical,resolved
658683,Company G,278553,chat,2024-08-21 21:13,480,billing,escalated
509844,Company I,238978,chat,2024-09-13 12:01,584,technical,resolved
429126,Company K,137101,email,2024-07-03 20:27,233,billing,resolved
945702,Company E,213757,chat,2024-06-17 22:01,908,technical,resolved
953995,Company E,558835,chat,2024-06-25 06:45,496,technical,resolved
781711,Company S,414354,chat,2024-07-19 15:28,167,technical,resolved
176917,Company N,599160,email,2024-03-03 12:55,268,billing,resolved
430045,Company J,294210,phone,2024-04-29 19:41,536,technical,resolved
443471,Company B,387397,chat,2024-09-03 01:03,1133,technical,resolved
181389,Company Q,882818,phone,2024-04-07 01:16,816,account,resolved
915843,Company X,133888,phone,2024-01-17 06:03,1051,technical,resolved
272804,Company B,961238,email,2024-08-04 12:44,583,billing,resolved
377411,Company D,740452,chat,2024-03-03 00:34,1647,technical,escalated
908992,Company Y,673773,email,2024-08-06 08:48,362,billing,resolved
885148,Company R,904743,email,2024-02-09 11:18,755,billing,resolved
476857,Company G,895150,chat,2024-10-08 19:51,150,other,resolved
488151,Company X,401626,chat,2024-10-03 21:17,543,billing,resolved
757519,Company F,342568,email,2024-02-09 12:57,273,technical,escalated
188590,Company I,245165,email,2024-03-05 13:19,378,technical,resolved
233039,Company F,793475,email,2024-08-01 02:31,244,technical,resolved
236809,Company N,272720,email,2024-01-22 17:24,941,technical,resolved
242279,Company Z,609104,phone,2024-04-08 00:21,1066,technical,resolved
899663,Company T,939410,phone,2024-04-30 15:59,1199,billing,escalated
106312,Company O,913837,chat,2024-07-11 02:36,366,technical,resolved
847912,Company S,618346,phone,2024-07-17 13:55,593,technical,escalated
217404,Company M,747203,chat,2024-09-14 10:28,336,technical,escalated
338595,Company N,989412,chat,2024-04-29 19:06,1164,technical,resolved
866959,Company S,225848,email,2024-09-24 19:51,297,other,escalated
676117,Company M,238607,chat,2024-03-26 03:00,150,technical,resolved
253975,Company Y,101342,chat,2024-05-14 14:14,794,technical,resolved
271857,Company M,591709,chat,2024-01-09 19:35,898,other,resolved
759429,Company K,917245,chat,2024-08-25 20:33,635,technical,escalated
193181,Company J,301470,chat,2024-08-03 14:26,262,billing,resolved
688080,Company T,230096,phone,2024-04-30 06:21,269,technical,resolved
336318,Company H,232218,chat,2024-02-03 15:00,440,billing,escalated
616664,Company S,617344,chat,2024-07-20 01:07,866,technical,resolved
683664,Company V,345518,chat,2024-02-29 02:18,1070,billing,resolved
692605,Company R,429965,chat,2024-08-18 19:30,1082,technical,resolved
457123,Company M,622522,chat,2024-05-31 05:17,742,billing,resolved
966601,Company A,312590,phone,2024-09-02 14:45,746,technical,resolved
729596,Company D,343757,email,2024-09-18 00:39,331,technical,resolved
421441,Company O,572852,chat,2024-06-17 04:50,741,technical,resolved
144728,Company T,648334,email,2024-05-22 08:06,1147,technical,escalated
387724,Company Z,514873,email,2024-05-20 06:18,320,technical,escalated
159055,Company U,102555,email,2024-05-16 17:42,121,technical,escalated
102802,Company G,867385,chat,2024-07-25 00:10,497,technical,resolved
544618,Company K,969624,phone,2024-10-05 03:27,402,billing,resolved
229343,Company F,129504,email,2024-01-28 09:58,511,technical,escalated
761146,Company X,555496,phone,2024-09-17 11:51,937,other,resolved
564497,Company O,749194,chat,2024-01-06 21:25,400,technical,escalated
811472,Company P,879944,chat,2024-05-10 19:00,320,technical,escalated
645015,Company Q,574128,phone,2024-07-08 15:29,819,technical,resolved
513865,Company K,738966,phone,2024-05-27 12:35,423,technical,resolved
155298,Company I,134949,email,2024-06-19 11:13,505,technical,resolved
227958,Company D,600526,phone,2024-04-29 00:52,418,technical,resolved
947021,Company V,625238,chat,2024-03-28 21:30,1151,account,resolved
925915,Company E,330961,chat,2024-08-19 13:31,1748,technical,resolved
472882,Company S,866249,email,2024-02-11 12:10,320,other,escalated
870115,Company F,427360,email,2024-08-29 01:01,130,billing,resolved
718138,Company S,170875,phone,2024-02-22 02:57,794,technical,resolved
478531,Company I,133442,chat,2024-03-07 12:15,600,other,resolved
266246,Company K,790656,email,2024-10-03 12:23,246,technical,resolved
864969,Company U,401886,chat,2024-09-29 01:54,646,technical,resolved
104209,Company L,223366,chat,2024-01-06 03:15,324,technical,resolved
854451,Company A,233983,chat,2024-04-17 19:11,1455,account,resolved
461396,Company K,887455,chat,2024-05-09 05:37,836,billing,resolved
502514,Company J,523146,chat,2024-01-17 18:37,380,technical,resolved
840710,Company R,382201,chat,2024-09-14 00:06,1028,technical,resolved
805485,Company W,852032,chat,2024-04-10 02:29,852,billing,resolved
521691,Company O,393885,email,2024-05-30 01:14,745,technical,resolved
203220,Company Z,603822,chat,2024-06-26 11:21,973,technical,resolved
968895,Company K,968095,phone,2024-03-24 16:47,650,technical,escalated
741172,Company Q,103500,chat,2024-05-23 12:08,156,technical,resolved
344881,Company F,409879,phone,2024-01-30 08:43,381,account,resolved
498522,Company A,585171,chat,2024-07-02 12:34,1597,technical,resolved
961858,Company R,642729,chat,2024-05-30 05:09,1003,technical,resolved
